record_id,cpse,cpse_material_code,cpse_description,cpse_uom,national_material_code,predicted_canonical_id,canonical_description,category,confidence,confidence_gap,conflict_count,attribute_evidence,final_decision,mapping_status
282,CPSE-B,CPSEB-260265,"6""SPIRAL WOUND GRAPHITE GASK 150#",NOS,NMC-GASK-0004,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,94.27,6.27,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": ""6.0"", ""canonical_value"": ""6.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": ""150.0"", ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": ""SPIRAL WOUND"", ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
283,CPSE-A,CPSEA-761759,ANGLE GRINDER 125MM 1100W,NOS,NMC-TOOL-0003,CM0093,ANGLE GRINDER 125MM 1100W,INDUSTRIAL_TOOL,100.0,100.0,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": ""1.1"", ""canonical_value"": ""1.1"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": ""ANGLE GRINDER"", ""canonical_value"": ""ANGLE GRINDER"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""tool_size_mm"", ""record_value"": ""125.0"", ""canonical_value"": ""125.0"", ""status"": ""MATCH"", ""critical"": true}]",MATCH,AUTO_MAPPED
284,CPSE-C,CPSEC-103402,3CX4 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0004,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.38,54.33,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""1100.0"", ""canonical_value"": ""1100.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": ""3.0"", ""canonical_value"": ""3.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""cross_section_mm2"", ""record_value"": ""4.0"", ""canonical_value"": ""4.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
285,CPSE-C,CPSEC-781446,C/PMP 120 M3/H 60M HEAD 30KW,NOS,NMC-PUMP-0006,CM0086,CENTRIFUGAL PUMP 120 M3/H 60M HEAD 30KW,PUMP,97.12,97.12,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": ""30.0"", ""canonical_value"": ""30.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""flow_rate_m3h"", ""record_value"": ""120.0"", ""canonical_value"": ""120.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""head_m"", ""record_value"": ""60.0"", ""canonical_value"": ""60.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
286,CPSE-C,CPSEC-711878,6 IN SS316 WN FLG 150 CLASS,NOS,NMC-FLG-0010,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,97.12,55.52,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": ""6.0"", ""canonical_value"": ""6.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""grade"", ""record_value"": ""SS316"", ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""pressure_class"", ""record_value"": ""150.0"", ""canonical_value"": ""150.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": ""WELD NECK"", ""canonical_value"": ""WELD NECK"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
287,CPSE-B,CPSEB-852787,"4""SS316 WELD NECK FLG 300#",NOS,NMC-FLG-0004,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,97.18,67.15,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": ""4.0"", ""canonical_value"": ""4.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""grade"", ""record_value"": ""SS316"", ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": ""300.0"", ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": ""WELD NECK"", ""canonical_value"": ""WELD NECK"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
288,CPSE-B,CPSEB-479580,"2""SPIRAL WOUND SS GRAPHITE GASK 150#",NOS,NMC-GASK-0001,CM0051,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,94.69,5.91,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": ""2.0"", ""canonical_value"": ""2.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": ""150.0"", ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": ""SPIRAL WOUND"", ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
289,CPSE-A,CPSEA-174870,6 IN CS SEAMLESS PIP SCH80,MTR,NMC-PIPE-0004,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,95.26,68.18,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": ""6.0"", ""canonical_value"": ""6.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""grade"", ""record_value"": ""CS"", ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": ""80.0"", ""canonical_value"": ""80.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
290,CPSE-A,CPSEA-766563,2 IN CS GLOBE VLV 150 CLASS,NOS,NMC-VALV-0010,CM0030,2 IN CS GLOBE VALVE 150 CLASS,VALVE,96.64,3.94,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": ""2.0"", ""canonical_value"": ""2.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""grade"", ""record_value"": ""CS"", ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""pressure_class"", ""record_value"": ""150.0"", ""canonical_value"": ""150.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""power_kw"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": ""GLOBE"", ""status"": ""NOT_AVAILABLE"", ""critical"": true}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
291,CPSE-B,CPSEB-100599,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,NOS,NMC-MOTR-0002,CM0072,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,MOTOR,100.0,68.04,0,"[{""attribute"": ""diameter_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""length_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""size_in"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""grade"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""pressure_class"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""schedule"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""voltage_v"", ""record_value"": ""415.0"", ""canonical_value"": ""415.0"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""power_kw"", ""record_value"": ""7.5"", ""canonical_value"": ""7.5"", ""status"": ""MATCH"", ""critical"": true}, {""attribute"": ""flow_rate_m3h"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""head_m"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cores"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""cross_section_mm2"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""bearing_number"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""valve_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""flange_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""gasket_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_type"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}, {""attribute"": ""tool_size_mm"", ""record_value"": null, ""canonical_value"": null, ""status"": ""NOT_AVAILABLE"", ""critical"": false}]",MATCH,AUTO_MAPPED
