cpse,record_description,normalized_description,canonical_id,canonical_description,category,description_score,technical_score,category_score,conflict_count,conflicts,confidence_score,decision,candidate_rank
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,87.27,100.0,100.0,0,,94.27,MATCH,8
CPSE-C,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,9
CPSE-C,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,10
CPSE-C,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,11
CPSE-C,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,12
CPSE-C,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,13
CPSE-C,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,14
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,15
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,16
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,17
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,18
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,19
CPSE-B,3CX35 SQMM PVC CABLE 1.1KV,3CX35 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,86.96,100.0,100.0,0,,94.13,MATCH,20
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,1
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,2
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,3
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,4
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.57,100.0,100.0,0,,95.75,MATCH,5
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.57,100.0,100.0,0,,95.75,MATCH,6
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,7
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,8
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,9
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,10
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,11
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,12
CPSE-B,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,13
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,14
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,15
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,16
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,17
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,18
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,19
CPSE-C,3CX4 SQMM PVC CABLE 1.1KV,3CX4 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,20
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,1
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,2
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,3
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.31,100.0,100.0,0,,96.54,MATCH,4
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.57,100.0,100.0,0,,95.75,MATCH,5
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.57,100.0,100.0,0,,95.75,MATCH,6
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,7
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,8
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,9
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,10
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,11
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,12
CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,13
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,14
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,15
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,16
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,17
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,18
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,19
CPSE-C,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.89,100.0,100.0,0,,95.0,MATCH,20
CPSE-A,4 IN CS SEAMLESS PIP SCH80,4IN CARBON STEEL SEAMLESS PIP SCH80,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,77.42,100.0,100.0,0,,89.84,MATCH,1
CPSE-C,4 IN CS SEAMLESS PIPE SCH80,4IN CARBON STEEL SEAMLESS PIPE SCH80,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,1
CPSE-A,4 IN SPIRAL WOUND GRAPHITE GKT 300 CLASS,4IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,98.82,100.0,100.0,0,,99.47,MATCH,1
CPSE-C,4 IN SS GRAPHITE GASKET 150 CLASS,4IN SS GRAPHITE GASKET 150 CLASS,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,98.46,100.0,100.0,0,,99.31,MATCH,1
CPSE-A,4 IN SS GRAPHITE GKT 150 CLASS,4IN SS GRAPHITE GASKET 150 CLASS,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,98.46,100.0,100.0,0,,99.31,MATCH,1
CPSE-A,4 IN SS304 GATE VLV 150 CLASS,4IN SS304 GATE VALVE 150 CLASS,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,98.36,100.0,100.0,0,,99.26,MATCH,1
CPSE-C,4 IN SS304 GTV 150 CLASS,4IN SS304 GTV 150 CLASS,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,78.95,100.0,100.0,0,,90.53,MATCH,1
CPSE-C,4 IN SS304 GTV 150 CLASS,4IN SS304 GTV 150 CLASS,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,62.96,100.0,100.0,0,,83.33,REVIEW,2
CPSE-A,4 IN SS304 SEAMLESS PIP SCH40,4IN SS304 SEAMLESS PIP SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,96.55,100.0,100.0,0,,98.45,MATCH,1
CPSE-C,4 IN SS304 SEAMLESS PIPE SCH40,4IN SS304 SEAMLESS PIPE SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,98.31,100.0,100.0,0,,99.24,MATCH,1
CPSE-A,4 IN SS304 SLIP ON FLG 300 CLASS,4IN SS304 SLIP ON FLANGE 300 CLASS,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,98.55,100.0,100.0,0,,99.35,MATCH,1
CPSE-C,4 IN SS304 SO FLG 300 CLASS,4IN SS304 SO FLANGE 300 CLASS,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,87.5,100.0,100.0,0,,94.38,MATCH,1
CPSE-C,4 IN SS304 SO FLG 300 CLASS,4IN SS304 SO FLANGE 300 CLASS,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,75.76,100.0,100.0,0,,89.09,MATCH,2
CPSE-A,4 IN SS316 BALL VLV 150 CLASS,4IN SS316 BALL VALVE 150 CLASS,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,98.36,100.0,100.0,0,,99.26,MATCH,1
CPSE-C,4 IN SS316 BLV 150 CLASS,4IN SS316 BLV 150 CLASS,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,81.48,100.0,100.0,0,,91.67,MATCH,1
CPSE-C,4 IN SS316 BLV 150 CLASS,4IN SS316 BLV 150 CLASS,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,62.96,100.0,100.0,0,,83.33,REVIEW,2
CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,98.63,100.0,100.0,0,,99.38,MATCH,1
CPSE-C,4 IN SS316 WN FLG 300 CLASS,4IN SS316 WN FLANGE 300 CLASS,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,4 IN SS316 WN FLG 300 CLASS,4IN SS316 WN FLANGE 300 CLASS,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,75.0,100.0,100.0,0,,88.75,MATCH,2
CPSE-C,4 IN SW GRAPHITE GASKET 300 CLASS,4IN SW GRAPHITE GASKET 300 CLASS,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,87.72,100.0,100.0,0,,94.47,MATCH,1
CPSE-B,"4""CS SEAMLESS PIPE SCH80",4INCS SEAMLESS PIPE SCH80,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,88.46,100.0,100.0,0,,94.81,MATCH,1
CPSE-B,"4""CS SEAMLESS PIPE SCH80",4INCS SEAMLESS PIPE SCH80,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-B,"4""CS SEAMLESS PIPE SCH80",4INCS SEAMLESS PIPE SCH80,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,86.36,100.0,100.0,0,,93.86,MATCH,3
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,72.73,100.0,100.0,0,,87.73,MATCH,1
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0060,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,69.23,100.0,100.0,0,,86.15,MATCH,2
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0051,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,67.5,100.0,100.0,0,,85.38,MATCH,3
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0052,3 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,67.5,100.0,100.0,0,,85.38,MATCH,4
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0059,10 IN GRAPHITE SPIRAL WOUND GASKET 150 CLASS,GASKET,66.67,100.0,100.0,0,,85.0,MATCH,5
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,64.94,100.0,100.0,0,,84.22,REVIEW,6
CPSE-B,"4""SPIRAL WOUND GRAPHITE GASK 300#",4INSPIRAL WOUND GRAPHITE GASK 300#,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,59.7,100.0,100.0,0,,81.87,REVIEW,7
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,73.68,0.0,100.0,0,,43.16,NO_MATCH,1
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,59.7,0.0,100.0,0,,36.87,NO_MATCH,2
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0059,10 IN GRAPHITE SPIRAL WOUND GASKET 150 CLASS,GASKET,58.82,0.0,100.0,0,,36.47,NO_MATCH,3
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0051,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,57.14,0.0,100.0,0,,35.71,NO_MATCH,4
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0052,3 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,57.14,0.0,100.0,0,,35.71,NO_MATCH,5
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,56.72,0.0,100.0,0,,35.52,NO_MATCH,6
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0060,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,55.88,0.0,100.0,0,,35.15,NO_MATCH,7
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,50.0,0.0,100.0,0,,32.5,NO_MATCH,8
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0056,2 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,50.0,0.0,100.0,0,,32.5,NO_MATCH,9
CPSE-B,"4""SS GRAPHITE GASK 150#",4INSS GRAPHITE GASK 150#,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,43.33,0.0,100.0,0,,29.5,NO_MATCH,10
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,79.25,0.0,100.0,0,,45.66,NO_MATCH,1
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0021,2 IN SS304 GATE VALVE 150 CLASS,VALVE,75.47,0.0,100.0,0,,43.96,NO_MATCH,2
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0022,2 IN SS304 GATE VALVE 300 CLASS,VALVE,67.92,0.0,100.0,0,,40.57,NO_MATCH,3
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0023,3 IN CS GATE VALVE 150 CLASS,VALVE,60.0,0.0,100.0,0,,37.0,NO_MATCH,4
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,52.83,0.0,100.0,0,,33.77,NO_MATCH,5
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,52.0,0.0,100.0,0,,33.4,NO_MATCH,6
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0030,2 IN CS GLOBE VALVE 150 CLASS,VALVE,50.98,0.0,100.0,0,,32.94,NO_MATCH,7
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,41.51,0.0,100.0,0,,28.68,NO_MATCH,8
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,40.0,0.0,100.0,0,,28.0,NO_MATCH,9
CPSE-B,"4""SS304 GATE VAL 150#",4INSS304 GATE VAL 150#,CM0029,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,39.29,0.0,100.0,0,,27.68,NO_MATCH,10
CPSE-B,"4""SS304 SEAMLESS PIPE SCH40",4INSS304 SEAMLESS PIPE SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,96.55,100.0,100.0,0,,98.45,MATCH,1
CPSE-B,"4""SS304 SEAMLESS PIPE SCH40",4INSS304 SEAMLESS PIPE SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,93.1,100.0,100.0,0,,96.9,MATCH,2
CPSE-B,"4""SS304 SEAMLESS PIPE SCH40",4INSS304 SEAMLESS PIPE SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,86.21,100.0,100.0,0,,93.79,MATCH,3
CPSE-B,"4""SS304 SEAMLESS PIPE SCH40",4INSS304 SEAMLESS PIPE SCH40,CM0037,3 IN SS316 SEAMLESS PIPE SCH40,PIPE,86.21,100.0,100.0,0,,93.79,MATCH,4
CPSE-B,"4""SS304 SEAMLESS PIPE SCH40",4INSS304 SEAMLESS PIPE SCH40,CM0031,2 IN CS SEAMLESS PIPE SCH40,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,5
CPSE-B,"4""SS304 SEAMLESS PIPE SCH40",4INSS304 SEAMLESS PIPE SCH40,CM0032,3 IN CS SEAMLESS PIPE SCH40,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,6
CPSE-B,"4""SS304 SLIP ON FLG 300#",4INSS304 SLIP ON FLANGE 300#,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-B,"4""SS304 SLIP ON FLG 300#",4INSS304 SLIP ON FLANGE 300#,CM0047,10 IN SS304 SLIP ON FLANGE 150 CLASS,FLANGE,78.12,100.0,100.0,0,,90.16,MATCH,2
CPSE-B,"4""SS304 SLIP ON FLG 300#",4INSS304 SLIP ON FLANGE 300#,CM0043,3 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,66.67,100.0,100.0,0,,85.0,MATCH,3
CPSE-B,"4""SS304 SLIP ON FLG 300#",4INSS304 SLIP ON FLANGE 300#,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,66.67,100.0,100.0,0,,85.0,MATCH,4
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,79.25,0.0,100.0,0,,45.66,NO_MATCH,1
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,67.92,0.0,100.0,0,,40.57,NO_MATCH,2
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,52.83,0.0,100.0,0,,33.77,NO_MATCH,3
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0021,2 IN SS304 GATE VALVE 150 CLASS,VALVE,49.06,0.0,100.0,0,,32.08,NO_MATCH,4
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0023,3 IN CS GATE VALVE 150 CLASS,VALVE,48.0,0.0,100.0,0,,31.6,NO_MATCH,5
CPSE-B,"4""SS316 BALL VAL 150#",4INSS316 BALL VAL 150#,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,47.27,0.0,100.0,0,,31.27,NO_MATCH,6
